source,campaign,influencer_id,user_id,product,date,orders,revenue
POST_00319,HKVitals_Campaign_Y,INF_0056,USER_010538,Multivitamin,2024-11-08,1,1611
POST_00001,MuscleBlaze_Campaign_X,INF_0001,USER_010539,Whey Protein,2025-05-27,1,1371
POST_00057,HKVitals_Campaign_Y,INF_0010,USER_010540,Vitamin D,2025-05-20,1,1934
POST_00628,HKVitals_Campaign_A,INF_0099,USER_010541,Probiotics,2025-05-28,2,3211
POST_00023,HKVitals_Campaign_Y,INF_0005,USER_010542,Omega-3,2025-07-17,1,1720
POST_00560,HKVitals_Campaign_C,INF_0089,USER_010543,Omega-3,2025-05-09,1,1311
POST_00603,MuscleBlaze_Campaign_X,INF_0097,USER_010544,BCAA,2024-12-23,1,1678
POST_00436,MuscleBlaze_Campaign_Z,INF_0070,USER_010545,BCAA,2025-05-28,1,1405
POST_00456,MuscleBlaze_Campaign_C,INF_0074,USER_010546,BCAA,2025-07-22,2,2942
POST_00010,MuscleBlaze_Campaign_B,INF_0003,USER_010547,Mass Gainer,2025-07-04,1,1820
POST_00538,MuscleBlaze_Campaign_Y,INF_0086,USER_010548,Pre-Workout,2025-06-19,1,1207
POST_00577,MuscleBlaze_Campaign_Y,INF_0092,USER_010549,BCAA,2025-02-21,1,1823
POST_00311,HKVitals_Campaign_A,INF_0055,USER_010550,Multivitamin,2025-03-27,2,3261
POST_00185,HKVitals_Campaign_B,INF_0032,USER_010551,Vitamin D,2025-02-13,1,1342
POST_00633,HKVitals_Campaign_C,INF_0100,USER_010552,Probiotics,2025-04-04,1,1077
POST_00099,HKVitals_Campaign_Y,INF_0016,USER_010553,Probiotics,2025-04-29,2,2958
POST_00179,HKVitals_Campaign_X,INF_0030,USER_010554,Probiotics,2025-05-16,1,1428
POST_00257,MuscleBlaze_Campaign_X,INF_0045,USER_010555,Whey Protein,2025-06-09,1,2022
POST_00461,MuscleBlaze_Campaign_B,INF_0075,USER_010556,Pre-Workout,2025-07-08,1,1624
POST_00259,MuscleBlaze_Campaign_Y,INF_0046,USER_010557,Pre-Workout,2024-11-15,1,1307
POST_00542,MuscleBlaze_Campaign_C,INF_0086,USER_010558,Mass Gainer,2025-05-31,1,1072
POST_00035,HKVitals_Campaign_B,INF_0007,USER_010559,Multivitamin,2025-01-19,1,1417
POST_00541,HKVitals_Campaign_A,INF_0086,USER_010560,Probiotics,2024-10-27,1,1237
POST_00366,MuscleBlaze_Campaign_X,INF_0062,USER_010561,Mass Gainer,2025-03-18,1,2057
POST_00131,HKVitals_Campaign_X,INF_0024,USER_010562,Vitamin D,2025-04-25,1,1499
POST_00339,HKVitals_Campaign_Z,INF_0058,USER_010563,Multivitamin,2025-01-19,1,1897
POST_00367,MuscleBlaze_Campaign_B,INF_0062,USER_010564,Mass Gainer,2024-10-23,2,3543
POST_00409,MuscleBlaze_Campaign_C,INF_0067,USER_010565,Whey Protein,2025-05-24,1,2856
POST_00347,MuscleBlaze_Campaign_X,INF_0059,USER_010566,Pre-Workout,2025-02-07,1,1351
POST_00561,MuscleBlaze_Campaign_X,INF_0089,USER_010567,BCAA,2025-06-19,2,3294
POST_00075,MuscleBlaze_Campaign_A,INF_0012,USER_010568,Whey Protein,2025-07-14,1,1114
POST_00628,MuscleBlaze_Campaign_Y,INF_0099,USER_010569,Whey Protein,2025-06-30,2,2962
POST_00043,MuscleBlaze_Campaign_C,INF_0008,USER_010570,Whey Protein,2024-12-17,1,1507
POST_00490,MuscleBlaze_Campaign_Y,INF_0079,USER_010571,BCAA,2025-03-30,1,1839
POST_00057,MuscleBlaze_Campaign_C,INF_0010,USER_010572,Mass Gainer,2025-06-03,1,1824
POST_00019,MuscleBlaze_Campaign_C,INF_0005,USER_010573,Pre-Workout,2025-05-27,1,1739
POST_00438,MuscleBlaze_Campaign_Z,INF_0071,USER_010574,Whey Protein,2024-12-15,1,1857
POST_00352,MuscleBlaze_Campaign_X,INF_0060,USER_010575,Pre-Workout,2024-10-29,2,2529
POST_00233,MuscleBlaze_Campaign_B,INF_0041,USER_010576,Pre-Workout,2025-02-16,1,1850
POST_00016,HKVitals_Campaign_Y,INF_0004,USER_010577,Omega-3,2025-04-17,1,1119
POST_00290,MuscleBlaze_Campaign_Y,INF_0052,USER_010578,BCAA,2025-06-12,1,2837
POST_00491,MuscleBlaze_Campaign_B,INF_0079,USER_010579,Whey Protein,2025-06-29,1,1119
POST_00366,HKVitals_Campaign_Z,INF_0062,USER_010580,Omega-3,2025-07-08,1,1322
POST_00251,HKVitals_Campaign_X,INF_0044,USER_010581,Vitamin D,2025-03-30,1,1537
POST_00421,HKVitals_Campaign_Y,INF_0069,USER_010582,Probiotics,2024-10-08,1,1233
POST_00313,HKVitals_Campaign_Y,INF_0055,USER_010583,Omega-3,2025-06-09,1,1702
POST_00241,HKVitals_Campaign_X,INF_0042,USER_010584,Probiotics,2024-12-16,2,2138
POST_00603,MuscleBlaze_Campaign_A,INF_0097,USER_010585,Whey Protein,2025-04-19,1,1819
POST_00392,MuscleBlaze_Campaign_A,INF_0065,USER_010586,Pre-Workout,2025-07-11,1,1252
POST_00442,MuscleBlaze_Campaign_B,INF_0073,USER_010587,BCAA,2025-06-03,1,2661
POST_00269,MuscleBlaze_Campaign_B,INF_0048,USER_010588,Mass Gainer,2025-03-09,1,1357
POST_00438,HKVitals_Campaign_C,INF_0071,USER_010589,Multivitamin,2024-10-31,1,1548
POST_00548,HKVitals_Campaign_B,INF_0087,USER_010590,Probiotics,2025-07-21,1,1697
POST_00391,HKVitals_Campaign_Y,INF_0065,USER_010591,Probiotics,2025-07-17,1,1882
POST_00281,MuscleBlaze_Campaign_B,INF_0050,USER_010592,Mass Gainer,2025-03-05,1,1316
POST_00631,MuscleBlaze_Campaign_C,INF_0100,USER_010593,BCAA,2025-02-08,1,1643
POST_00128,MuscleBlaze_Campaign_Z,INF_0023,USER_010594,BCAA,2025-05-07,1,1339
POST_00018,MuscleBlaze_Campaign_Z,INF_0005,USER_010595,Pre-Workout,2024-12-11,1,1083
POST_00570,MuscleBlaze_Campaign_B,INF_0091,USER_010596,Whey Protein,2025-06-06,1,1122
POST_00066,MuscleBlaze_Campaign_Y,INF_0011,USER_010597,BCAA,2025-03-28,1,2218
POST_00179,MuscleBlaze_Campaign_Y,INF_0030,USER_010598,Mass Gainer,2025-06-13,2,3281
POST_00040,MuscleBlaze_Campaign_B,INF_0008,USER_010599,Mass Gainer,2025-05-28,1,1825
POST_00567,HKVitals_Campaign_Z,INF_0091,USER_010600,Multivitamin,2025-06-22,2,3886
POST_00362,MuscleBlaze_Campaign_A,INF_0061,USER_010601,Whey Protein,2025-06-20,1,1388
POST_00080,MuscleBlaze_Campaign_C,INF_0013,USER_010602,Mass Gainer,2025-05-25,1,1563
POST_00437,HKVitals_Campaign_Z,INF_0070,USER_010603,Omega-3,2025-07-20,1,1596
POST_00418,HKVitals_Campaign_B,INF_0068,USER_010604,Vitamin D,2025-06-27,1,1926
POST_00378,HKVitals_Campaign_B,INF_0064,USER_010605,Multivitamin,2025-05-19,1,1185
POST_00624,HKVitals_Campaign_C,INF_0099,USER_010606,Omega-3,2025-06-11,1,1510
POST_00596,HKVitals_Campaign_C,INF_0095,USER_010607,Omega-3,2025-07-20,1,1574
POST_00081,HKVitals_Campaign_B,INF_0013,USER_010608,Multivitamin,2025-07-15,2,3886
POST_00589,MuscleBlaze_Campaign_B,INF_0094,USER_010609,Pre-Workout,2024-12-13,1,1159
POST_00538,MuscleBlaze_Campaign_B,INF_0086,USER_010610,Pre-Workout,2025-05-26,1,1226
POST_00250,MuscleBlaze_Campaign_Z,INF_0044,USER_010611,BCAA,2025-05-11,1,1741
POST_00323,HKVitals_Campaign_A,INF_0056,USER_010612,Multivitamin,2025-05-09,1,1451
POST_00361,MuscleBlaze_Campaign_A,INF_0061,USER_010613,Whey Protein,2025-04-22,2,4342
POST_00129,HKVitals_Campaign_B,INF_0024,USER_010614,Omega-3,2025-06-29,1,1417
POST_00621,HKVitals_Campaign_X,INF_0099,USER_010615,Vitamin D,2025-03-02,1,1357
POST_00432,MuscleBlaze_Campaign_Y,INF_0070,USER_010616,Mass Gainer,2025-07-06,1,2362
POST_00124,MuscleBlaze_Campaign_A,INF_0022,USER_010617,Pre-Workout,2025-06-30,1,1549
POST_00035,HKVitals_Campaign_Y,INF_0007,USER_010618,Multivitamin,2025-04-09,1,1941
POST_00543,HKVitals_Campaign_A,INF_0086,USER_010619,Probiotics,2025-05-10,2,2738
POST_00248,HKVitals_Campaign_Z,INF_0043,USER_010620,Multivitamin,2025-04-22,1,1792
POST_00632,HKVitals_Campaign_C,INF_0100,USER_010621,Multivitamin,2025-03-15,2,2181
POST_00447,MuscleBlaze_Campaign_B,INF_0073,USER_010622,Pre-Workout,2025-05-30,1,2371
POST_00008,MuscleBlaze_Campaign_Z,INF_0002,USER_010623,BCAA,2025-04-17,1,1458
POST_00521,HKVitals_Campaign_Z,INF_0083,USER_010624,Vitamin D,2025-05-29,2,2274
POST_00050,MuscleBlaze_Campaign_Y,INF_0009,USER_010625,Pre-Workout,2025-04-20,1,1396
POST_00216,MuscleBlaze_Campaign_X,INF_0037,USER_010626,BCAA,2025-04-01,1,1604
POST_00170,MuscleBlaze_Campaign_Y,INF_0029,USER_010627,Whey Protein,2025-07-22,1,1488
POST_00266,MuscleBlaze_Campaign_Y,INF_0047,USER_010628,Whey Protein,2025-02-26,2,3300
POST_00566,HKVitals_Campaign_B,INF_0090,USER_010629,Omega-3,2024-09-25,1,1862
POST_00200,MuscleBlaze_Campaign_B,INF_0035,USER_010630,Whey Protein,2025-02-04,1,1304
POST_00456,MuscleBlaze_Campaign_C,INF_0074,USER_010631,Pre-Workout,2025-07-20,1,1149
POST_00443,MuscleBlaze_Campaign_X,INF_0073,USER_010632,Whey Protein,2024-11-24,2,5116
POST_00077,MuscleBlaze_Campaign_A,INF_0013,USER_010633,BCAA,2025-03-01,1,1352
POST_00526,HKVitals_Campaign_X,INF_0083,USER_010634,Multivitamin,2025-07-22,1,1333
POST_00534,MuscleBlaze_Campaign_B,INF_0085,USER_010635,Whey Protein,2024-12-10,2,3435
POST_00226,MuscleBlaze_Campaign_Y,INF_0040,USER_010636,Mass Gainer,2025-06-03,1,1186
POST_00204,MuscleBlaze_Campaign_C,INF_0036,USER_010637,Whey Protein,2025-07-16,2,3643
POST_00445,MuscleBlaze_Campaign_B,INF_0073,USER_010638,Mass Gainer,2025-04-15,1,1862
POST_00598,MuscleBlaze_Campaign_Z,INF_0095,USER_010639,BCAA,2025-07-04,1,1652
POST_00502,MuscleBlaze_Campaign_Z,INF_0081,USER_010640,Pre-Workout,2025-05-21,1,1539
POST_00116,MuscleBlaze_Campaign_Y,INF_0021,USER_010641,BCAA,2025-07-17,1,1452
POST_00119,MuscleBlaze_Campaign_X,INF_0022,USER_010642,Mass Gainer,2025-06-27,1,1337
POST_00408,HKVitals_Campaign_B,INF_0067,USER_010643,Probiotics,2025-05-29,1,1828
POST_00241,MuscleBlaze_Campaign_X,INF_0042,USER_010644,BCAA,2025-05-17,1,2554
POST_00331,MuscleBlaze_Campaign_A,INF_0057,USER_010645,BCAA,2025-06-20,1,1420
POST_00267,MuscleBlaze_Campaign_Z,INF_0048,USER_010646,Whey Protein,2025-01-20,1,1705
POST_00047,MuscleBlaze_Campaign_Y,INF_0008,USER_010647,BCAA,2025-07-17,1,1249
POST_00113,MuscleBlaze_Campaign_C,INF_0020,USER_010648,BCAA,2025-05-27,1,1536
POST_00389,MuscleBlaze_Campaign_Z,INF_0065,USER_010649,Whey Protein,2025-07-05,1,1350
POST_00051,MuscleBlaze_Campaign_B,INF_0009,USER_010650,BCAA,2024-11-20,1,1937
POST_00235,MuscleBlaze_Campaign_Z,INF_0041,USER_010651,BCAA,2025-06-23,1,1870
POST_00567,HKVitals_Campaign_B,INF_0091,USER_010652,Multivitamin,2025-07-02,1,1068
POST_00408,HKVitals_Campaign_Y,INF_0067,USER_010653,Multivitamin,2025-06-06,1,1321
POST_00254,MuscleBlaze_Campaign_C,INF_0045,USER_010654,Whey Protein,2025-07-18,1,1765
POST_00517,HKVitals_Campaign_B,INF_0082,USER_010655,Probiotics,2025-04-09,1,1718
POST_00156,HKVitals_Campaign_Y,INF_0027,USER_010656,Multivitamin,2025-06-06,1,1763
POST_00024,HKVitals_Campaign_Z,INF_0006,USER_010657,Vitamin D,2025-05-21,1,1232
POST_00386,HKVitals_Campaign_A,INF_0065,USER_010658,Vitamin D,2025-06-13,1,1250
POST_00495,MuscleBlaze_Campaign_Z,INF_0080,USER_010659,Mass Gainer,2025-06-30,1,2553
POST_00592,HKVitals_Campaign_A,INF_0094,USER_010660,Probiotics,2025-06-15,1,1452
POST_00319,MuscleBlaze_Campaign_A,INF_0056,USER_010661,Whey Protein,2025-05-05,1,1202
POST_00086,MuscleBlaze_Campaign_B,INF_0014,USER_010662,Mass Gainer,2025-01-22,1,1804
POST_00239,MuscleBlaze_Campaign_Y,INF_0042,USER_010663,Pre-Workout,2024-09-28,1,1658
POST_00579,MuscleBlaze_Campaign_Y,INF_0092,USER_010664,Pre-Workout,2025-01-03,2,2583
POST_00321,HKVitals_Campaign_B,INF_0056,USER_010665,Omega-3,2025-03-26,1,1688
POST_00084,HKVitals_Campaign_Y,INF_0013,USER_010666,Multivitamin,2025-01-06,1,1120
POST_00125,HKVitals_Campaign_X,INF_0022,USER_010667,Omega-3,2025-04-26,1,1833
POST_00435,MuscleBlaze_Campaign_X,INF_0070,USER_010668,Pre-Workout,2025-06-25,1,2068
POST_00446,HKVitals_Campaign_Z,INF_0073,USER_010669,Vitamin D,2025-07-06,1,1604
POST_00170,HKVitals_Campaign_B,INF_0029,USER_010670,Omega-3,2025-07-18,1,1667
POST_00620,HKVitals_Campaign_Z,INF_0098,USER_010671,Vitamin D,2025-06-27,1,1240
POST_00537,HKVitals_Campaign_Y,INF_0085,USER_010672,Probiotics,2025-06-01,1,1425
POST_00006,HKVitals_Campaign_X,INF_0002,USER_010673,Vitamin D,2025-01-09,1,1229
POST_00339,HKVitals_Campaign_Y,INF_0058,USER_010674,Multivitamin,2024-12-28,1,1472
POST_00573,HKVitals_Campaign_Z,INF_0091,USER_010675,Vitamin D,2025-03-04,1,1885
POST_00437,MuscleBlaze_Campaign_B,INF_0070,USER_010676,BCAA,2025-07-22,1,2660
POST_00208,MuscleBlaze_Campaign_Y,INF_0036,USER_010677,Whey Protein,2025-02-14,1,1143
POST_00270,MuscleBlaze_Campaign_C,INF_0048,USER_010678,Whey Protein,2025-03-01,1,1520
POST_00607,MuscleBlaze_Campaign_Y,INF_0097,USER_010679,Pre-Workout,2025-05-30,1,1052
POST_00630,MuscleBlaze_Campaign_X,INF_0099,USER_010680,Mass Gainer,2025-05-28,1,1478
POST_00054,MuscleBlaze_Campaign_Z,INF_0010,USER_010681,Pre-Workout,2025-05-23,1,1475
POST_00121,MuscleBlaze_Campaign_A,INF_0022,USER_010682,Mass Gainer,2024-11-13,1,1390
POST_00535,MuscleBlaze_Campaign_C,INF_0085,USER_010683,Whey Protein,2025-07-15,2,5488
POST_00502,MuscleBlaze_Campaign_A,INF_0081,USER_010684,BCAA,2025-05-11,1,1552
POST_00183,MuscleBlaze_Campaign_C,INF_0031,USER_010685,Whey Protein,2025-06-27,2,3640
POST_00435,MuscleBlaze_Campaign_X,INF_0070,USER_010686,Mass Gainer,2025-06-28,1,2019
POST_00370,MuscleBlaze_Campaign_Z,INF_0062,USER_010687,Whey Protein,2024-12-31,1,2303
POST_00014,MuscleBlaze_Campaign_C,INF_0004,USER_010688,Whey Protein,2025-06-24,1,1911
POST_00059,HKVitals_Campaign_B,INF_0010,USER_010689,Multivitamin,2025-03-13,2,3770
POST_00503,HKVitals_Campaign_B,INF_0081,USER_010690,Omega-3,2025-04-29,1,1837
POST_00030,MuscleBlaze_Campaign_Y,INF_0007,USER_010691,Mass Gainer,2025-02-27,1,1209
POST_00123,MuscleBlaze_Campaign_Z,INF_0022,USER_010692,Whey Protein,2025-06-05,1,1690
POST_00558,MuscleBlaze_Campaign_B,INF_0088,USER_010693,BCAA,2025-06-09,2,2450
POST_00325,HKVitals_Campaign_Z,INF_0056,USER_010694,Omega-3,2025-07-13,2,3156
POST_00413,MuscleBlaze_Campaign_C,INF_0067,USER_010695,Whey Protein,2025-03-20,1,2147
POST_00177,MuscleBlaze_Campaign_C,INF_0030,USER_010696,Pre-Workout,2025-03-20,1,1598
POST_00178,MuscleBlaze_Campaign_X,INF_0030,USER_010697,Whey Protein,2025-01-08,1,1555
POST_00582,MuscleBlaze_Campaign_X,INF_0093,USER_010698,Whey Protein,2025-07-20,1,1467
POST_00089,MuscleBlaze_Campaign_X,INF_0014,USER_010699,Mass Gainer,2025-07-12,1,1614
POST_00384,MuscleBlaze_Campaign_Y,INF_0065,USER_010700,Pre-Workout,2025-07-21,1,1702
POST_00196,HKVitals_Campaign_Z,INF_0035,USER_010701,Omega-3,2025-04-10,1,1391
POST_00144,HKVitals_Campaign_Z,INF_0026,USER_010702,Vitamin D,2025-02-21,1,1802
POST_00303,MuscleBlaze_Campaign_Z,INF_0053,USER_010703,Pre-Workout,2025-07-19,1,2036
POST_00175,MuscleBlaze_Campaign_Y,INF_0030,USER_010704,Whey Protein,2025-06-06,2,3153
POST_00216,HKVitals_Campaign_Z,INF_0037,USER_010705,Probiotics,2025-04-16,1,1780
POST_00516,MuscleBlaze_Campaign_Z,INF_0082,USER_010706,BCAA,2025-04-24,1,1746
POST_00268,MuscleBlaze_Campaign_C,INF_0048,USER_010707,Whey Protein,2024-12-09,2,3031
POST_00144,MuscleBlaze_Campaign_A,INF_0026,USER_010708,Pre-Workout,2025-06-01,1,1385
POST_00035,MuscleBlaze_Campaign_X,INF_0007,USER_010709,Whey Protein,2025-06-26,1,1832
POST_00487,MuscleBlaze_Campaign_Y,INF_0079,USER_010710,BCAA,2025-03-05,1,1863
POST_00479,MuscleBlaze_Campaign_B,INF_0078,USER_010711,Mass Gainer,2025-07-13,1,1445
POST_00590,HKVitals_Campaign_C,INF_0094,USER_010712,Probiotics,2025-06-24,1,1269
POST_00346,HKVitals_Campaign_Y,INF_0059,USER_010713,Probiotics,2025-05-12,1,1320
POST_00432,MuscleBlaze_Campaign_B,INF_0070,USER_010714,BCAA,2025-06-11,2,2711
POST_00308,MuscleBlaze_Campaign_Y,INF_0054,USER_010715,Mass Gainer,2025-05-17,2,3122
POST_00342,MuscleBlaze_Campaign_Y,INF_0059,USER_010716,Whey Protein,2025-07-04,2,2657
POST_00170,MuscleBlaze_Campaign_Y,INF_0029,USER_010717,Pre-Workout,2025-07-18,1,1183
POST_00083,MuscleBlaze_Campaign_X,INF_0013,USER_010718,Mass Gainer,2025-05-31,1,1233
POST_00569,HKVitals_Campaign_X,INF_0091,USER_010719,Vitamin D,2025-05-18,1,1193
POST_00404,HKVitals_Campaign_C,INF_0067,USER_010720,Probiotics,2025-05-24,1,1798
POST_00099,MuscleBlaze_Campaign_Z,INF_0016,USER_010721,BCAA,2025-03-06,1,2014
POST_00404,MuscleBlaze_Campaign_Y,INF_0067,USER_010722,BCAA,2025-07-15,1,2203
POST_00241,MuscleBlaze_Campaign_A,INF_0042,USER_010723,BCAA,2025-03-25,1,1749
POST_00142,MuscleBlaze_Campaign_A,INF_0026,USER_010724,Pre-Workout,2025-01-20,1,1240
POST_00394,MuscleBlaze_Campaign_A,INF_0066,USER_010725,Mass Gainer,2024-09-28,1,1306
POST_00493,MuscleBlaze_Campaign_X,INF_0080,USER_010726,Pre-Workout,2025-05-23,1,1909
POST_00085,MuscleBlaze_Campaign_A,INF_0013,USER_010727,BCAA,2025-04-22,1,1141
POST_00327,MuscleBlaze_Campaign_A,INF_0057,USER_010728,Mass Gainer,2025-04-08,1,1396
POST_00412,MuscleBlaze_Campaign_B,INF_0067,USER_010729,Whey Protein,2025-07-22,1,1950
POST_00485,MuscleBlaze_Campaign_X,INF_0079,USER_010730,BCAA,2025-07-09,1,1925
POST_00393,MuscleBlaze_Campaign_C,INF_0065,USER_010731,Whey Protein,2025-06-23,1,1353
POST_00203,MuscleBlaze_Campaign_X,INF_0036,USER_010732,Pre-Workout,2025-05-03,1,1468
POST_00502,MuscleBlaze_Campaign_C,INF_0081,USER_010733,Pre-Workout,2025-06-27,1,1850
POST_00436,MuscleBlaze_Campaign_Z,INF_0070,USER_010734,BCAA,2025-04-18,1,1432
POST_00018,MuscleBlaze_Campaign_B,INF_0005,USER_010735,Pre-Workout,2024-12-03,1,1622
POST_00038,MuscleBlaze_Campaign_X,INF_0007,USER_010736,Pre-Workout,2025-05-21,1,1126
POST_00149,MuscleBlaze_Campaign_A,INF_0027,USER_010737,Pre-Workout,2025-03-25,1,1297
POST_00250,MuscleBlaze_Campaign_X,INF_0044,USER_010738,Pre-Workout,2025-07-08,1,1344
POST_00104,MuscleBlaze_Campaign_Z,INF_0018,USER_010739,Whey Protein,2025-06-05,1,1623
POST_00023,MuscleBlaze_Campaign_C,INF_0005,USER_010740,Mass Gainer,2025-07-21,2,2562
POST_00444,HKVitals_Campaign_B,INF_0073,USER_010741,Omega-3,2025-07-18,1,1945
POST_00250,HKVitals_Campaign_A,INF_0044,USER_010742,Multivitamin,2025-06-29,1,1476
POST_00191,MuscleBlaze_Campaign_Z,INF_0034,USER_010743,Whey Protein,2025-07-04,1,2431
POST_00213,MuscleBlaze_Campaign_A,INF_0037,USER_010744,Pre-Workout,2025-05-24,1,1297
POST_00326,MuscleBlaze_Campaign_X,INF_0056,USER_010745,Mass Gainer,2025-07-15,1,1342
POST_00624,MuscleBlaze_Campaign_Z,INF_0099,USER_010746,Pre-Workout,2025-02-09,1,1621
POST_00488,MuscleBlaze_Campaign_A,INF_0079,USER_010747,Whey Protein,2024-11-15,1,1338
POST_00511,MuscleBlaze_Campaign_X,INF_0082,USER_010748,Mass Gainer,2025-06-10,1,1280
POST_00586,HKVitals_Campaign_Y,INF_0094,USER_010749,Probiotics,2025-02-06,1,1361
POST_00312,MuscleBlaze_Campaign_B,INF_0055,USER_010750,BCAA,2025-07-21,1,1532
POST_00361,MuscleBlaze_Campaign_B,INF_0061,USER_010751,Pre-Workout,2024-10-17,2,4273
POST_00551,MuscleBlaze_Campaign_X,INF_0088,USER_010752,Mass Gainer,2025-05-01,1,1904
POST_00224,MuscleBlaze_Campaign_Y,INF_0040,USER_010753,Mass Gainer,2025-01-31,2,3127
POST_00361,HKVitals_Campaign_Z,INF_0061,USER_010754,Probiotics,2025-04-30,2,2602
POST_00326,MuscleBlaze_Campaign_A,INF_0056,USER_010755,Pre-Workout,2025-07-14,1,1414
POST_00461,MuscleBlaze_Campaign_Z,INF_0075,USER_010756,Mass Gainer,2025-07-02,2,2420
POST_00343,MuscleBlaze_Campaign_X,INF_0059,USER_010757,Pre-Workout,2025-07-22,1,1665
POST_00429,HKVitals_Campaign_Y,INF_0070,USER_010758,Probiotics,2025-07-22,1,1076
POST_00516,HKVitals_Campaign_Y,INF_0082,USER_010759,Probiotics,2025-06-04,2,2685
POST_00484,HKVitals_Campaign_B,INF_0079,USER_010760,Multivitamin,2025-04-26,2,2141
POST_00566,MuscleBlaze_Campaign_Z,INF_0090,USER_010761,Mass Gainer,2025-03-14,2,2390
POST_00484,MuscleBlaze_Campaign_X,INF_0079,USER_010762,Mass Gainer,2025-04-01,1,1314
POST_00473,MuscleBlaze_Campaign_B,INF_0077,USER_010763,Pre-Workout,2024-12-14,2,5463
POST_00619,MuscleBlaze_Campaign_Y,INF_0098,USER_010764,BCAA,2025-05-30,2,3736
POST_00072,MuscleBlaze_Campaign_A,INF_0012,USER_010765,Whey Protein,2024-11-17,1,1664
POST_00428,MuscleBlaze_Campaign_C,INF_0069,USER_010766,BCAA,2025-05-17,2,3067
POST_00547,MuscleBlaze_Campaign_X,INF_0087,USER_010767,Whey Protein,2025-06-26,1,1795
POST_00408,HKVitals_Campaign_B,INF_0067,USER_010768,Multivitamin,2025-03-20,1,1695
POST_00451,MuscleBlaze_Campaign_B,INF_0074,USER_010769,Whey Protein,2025-07-10,1,1812
POST_00174,MuscleBlaze_Campaign_Y,INF_0030,USER_010770,BCAA,2025-01-14,1,1356
POST_00100,MuscleBlaze_Campaign_Z,INF_0016,USER_010771,Whey Protein,2025-07-17,1,2390
POST_00456,MuscleBlaze_Campaign_B,INF_0074,USER_010772,Pre-Workout,2025-07-19,1,1561
POST_00144,MuscleBlaze_Campaign_Z,INF_0026,USER_010773,Mass Gainer,2025-05-14,1,1073
POST_00299,MuscleBlaze_Campaign_C,INF_0053,USER_010774,Mass Gainer,2024-10-28,1,2067
POST_00132,MuscleBlaze_Campaign_Z,INF_0025,USER_010775,Mass Gainer,2025-04-25,1,1823
POST_00029,HKVitals_Campaign_Z,INF_0007,USER_010776,Vitamin D,2025-04-13,1,1061
POST_00175,HKVitals_Campaign_B,INF_0030,USER_010777,Vitamin D,2025-04-27,1,1578
POST_00384,HKVitals_Campaign_Y,INF_0065,USER_010778,Probiotics,2025-07-21,2,2973
POST_00496,HKVitals_Campaign_Y,INF_0080,USER_010779,Multivitamin,2024-11-16,1,1108
POST_00230,HKVitals_Campaign_X,INF_0041,USER_010780,Omega-3,2025-03-03,1,1750
POST_00366,MuscleBlaze_Campaign_B,INF_0062,USER_010781,Whey Protein,2025-05-16,1,2524
POST_00034,MuscleBlaze_Campaign_Z,INF_0007,USER_010782,Whey Protein,2025-04-10,2,3013
POST_00548,MuscleBlaze_Campaign_B,INF_0087,USER_010783,Whey Protein,2025-07-22,2,2201
POST_00251,MuscleBlaze_Campaign_C,INF_0044,USER_010784,BCAA,2025-05-23,1,1214
POST_00468,MuscleBlaze_Campaign_X,INF_0076,USER_010785,BCAA,2025-04-18,1,1388
POST_00311,MuscleBlaze_Campaign_X,INF_0055,USER_010786,Mass Gainer,2025-07-08,1,2078
POST_00053,MuscleBlaze_Campaign_X,INF_0009,USER_010787,Whey Protein,2025-05-01,1,1155
POST_00103,MuscleBlaze_Campaign_X,INF_0018,USER_010788,Mass Gainer,2025-04-28,1,1320
POST_00115,MuscleBlaze_Campaign_C,INF_0020,USER_010789,Pre-Workout,2024-10-03,1,1225
POST_00468,HKVitals_Campaign_A,INF_0076,USER_010790,Vitamin D,2024-12-22,1,1591
POST_00337,HKVitals_Campaign_Z,INF_0058,USER_010791,Probiotics,2025-03-24,1,1906
POST_00545,HKVitals_Campaign_B,INF_0086,USER_010792,Omega-3,2025-06-04,1,1660
POST_00451,MuscleBlaze_Campaign_B,INF_0074,USER_010793,Mass Gainer,2025-06-25,1,1337
POST_00168,MuscleBlaze_Campaign_Z,INF_0029,USER_010794,Mass Gainer,2025-04-18,1,1439
POST_00454,MuscleBlaze_Campaign_Y,INF_0074,USER_010795,Mass Gainer,2025-04-24,1,1148
POST_00514,MuscleBlaze_Campaign_B,INF_0082,USER_010796,Pre-Workout,2025-01-20,1,1320
POST_00159,MuscleBlaze_Campaign_Y,INF_0028,USER_010797,BCAA,2025-01-02,1,1740
POST_00161,MuscleBlaze_Campaign_C,INF_0028,USER_010798,BCAA,2025-01-04,2,3866
POST_00427,MuscleBlaze_Campaign_Z,INF_0069,USER_010799,BCAA,2025-04-28,1,1287
POST_00314,MuscleBlaze_Campaign_B,INF_0055,USER_010800,BCAA,2025-07-17,1,1627
POST_00428,MuscleBlaze_Campaign_A,INF_0069,USER_010801,Whey Protein,2025-06-22,1,1414
POST_00144,MuscleBlaze_Campaign_C,INF_0026,USER_010802,Pre-Workout,2025-04-29,1,1068
POST_00263,MuscleBlaze_Campaign_A,INF_0047,USER_010803,BCAA,2025-07-22,1,1071
POST_00574,HKVitals_Campaign_Z,INF_0091,USER_010804,Omega-3,2024-11-14,1,1446
